"","Name","Year","Sex","Age","Height","Weight","Team","NOC","Event","Medal"
"1017","Armand Alexandre Fayollat",1908,"M",18,NA,NA,"France","FRA","Athletics Men's 3 mile, Team","Bronze"
"1018","Aleksandra Andreyevna Fedoriva",2008,"F",19,176,60,"Russia","RUS","Athletics Women's 4 x 100 metres Relay","Gold"
"1019","Oleg Georgiyevich Fedoseyev",1964,"M",28,186,82,"Soviet Union","URS","Athletics Men's Triple Jump","Silver"
"1020","Allyson Michelle Felix",2004,"F",18,168,56,"United States","USA","Athletics Women's 200 metres","Silver"
"1021","Allyson Michelle Felix",2008,"F",22,168,56,"United States","USA","Athletics Women's 200 metres","Silver"
"1022","Allyson Michelle Felix",2008,"F",22,168,56,"United States","USA","Athletics Women's 4 x 400 metres Relay","Gold"
"1023","Allyson Michelle Felix",2012,"F",26,168,56,"United States","USA","Athletics Women's 200 metres","Gold"
"1024","Allyson Michelle Felix",2012,"F",26,168,56,"United States","USA","Athletics Women's 4 x 100 metres Relay","Gold"
"1025","Allyson Michelle Felix",2012,"F",26,168,56,"United States","USA","Athletics Women's 4 x 400 metres Relay","Gold"
"1026","Allyson Michelle Felix",2016,"F",30,168,56,"United States","USA","Athletics Women's 400 metres","Silver"
"1027","Allyson Michelle Felix",2016,"F",30,168,56,"United States","USA","Athletics Women's 4 x 100 metres Relay","Gold"
"1028","Allyson Michelle Felix",2016,"F",30,168,56,"United States","USA","Athletics Women's 4 x 400 metres Relay","Gold"
"1029","Sylviane Flix",2004,"F",26,174,58,"France","FRA","Athletics Women's 4 x 100 metres Relay","Bronze"
"1030","Grard Fenouil",1968,"M",23,177,72,"France","FRA","Athletics Men's 4 x 100 metres Relay","Bronze"
"1031","Svetlana Yevgenyevna Feofanova",2004,"F",24,164,52,"Russia","RUS","Athletics Women's Pole Vault","Silver"
"1032","Svetlana Yevgenyevna Feofanova",2008,"F",28,164,52,"Russia","RUS","Athletics Women's Pole Vault","Bronze"
"1033","Mable Fergerson (-Winn)",1972,"F",17,170,60,"United States","USA","Athletics Women's 4 x 400 metres Relay","Silver"
"1034","Deborah ""Debbie"" Ferguson-McKenzie",1996,"F",20,168,63,"Bahamas","BAH","Athletics Women's 4 x 100 metres Relay","Silver"
"1035","Deborah ""Debbie"" Ferguson-McKenzie",2000,"F",24,168,63,"Bahamas","BAH","Athletics Women's 4 x 100 metres Relay","Gold"
"1036","Deborah ""Debbie"" Ferguson-McKenzie",2004,"F",28,168,63,"Bahamas","BAH","Athletics Women's 200 metres","Bronze"
"1037","Francisco Javier Fernndez Pelez",2004,"M",27,175,60,"Spain","ESP","Athletics Men's 20 kilometres Walk","Silver"
"1038","Barbara Ann Ferrell (-Edmonson)",1968,"F",21,159,47,"United States","USA","Athletics Women's 100 metres","Silver"
"1039","Barbara Ann Ferrell (-Edmonson)",1968,"F",21,159,47,"United States","USA","Athletics Women's 4 x 100 metres Relay","Gold"
"1040","Samuel ""Sam"" Ferris",1932,"M",31,174,NA,"Great Britain","GBR","Athletics Men's Marathon","Silver"
"1041","Gaston Lucien Fry",1920,"M",19,176,76,"France","FRA","Athletics Men's 4 x 400 metres Relay","Bronze"
"1042","Lawrence Edward Joseph Feuerbach",1904,"M",NA,NA,NA,"United States","USA","Athletics Men's Shot Put","Bronze"
"1043","Helena Fibingerov (-mdov)",1976,"F",27,179,88,"Czechoslovakia","TCH","Athletics Women's Shot Put","Bronze"
"1044","Ellen Fiedler (Neumann-)",1988,"F",29,174,66,"East Germany","GDR","Athletics Women's 400 metres Hurdles","Bronze"
"1045","Enrique Figuerola Camu",1964,"M",26,167,67,"Cuba","CUB","Athletics Men's 100 metres","Silver"
"1046","Enrique Figuerola Camu",1968,"M",30,167,67,"Cuba","CUB","Athletics Men's 4 x 100 metres Relay","Silver"
"1047","Olga Fikotov-Connolly",1956,"F",24,180,80,"Czechoslovakia","TCH","Athletics Women's Discus Throw","Gold"
"1048","Donald Osborne ""Don"" Finlay",1932,"M",23,182,77,"Great Britain","GBR","Athletics Men's 110 metres Hurdles","Bronze"
"1049","Donald Osborne ""Don"" Finlay",1936,"M",27,182,77,"Great Britain","GBR","Athletics Men's 110 metres Hurdles","Silver"
"1050","Michelle Bonae Finn (-Burrell)",1992,"F",27,165,52,"United States","USA","Athletics Women's 4 x 100 metres Relay","Gold"
"1051","Tatyana Pavlovna Firova",2004,"F",21,174,59,"Russia","RUS","Athletics Women's 4 x 400 metres Relay","Silver"
"1052","Tatyana Pavlovna Firova",2008,"F",25,174,59,"Russia","RUS","Athletics Women's 4 x 400 metres Relay","Silver"
"1053","Tatyana Pavlovna Firova",2012,"F",29,174,59,"Russia","RUS","Athletics Women's 4 x 400 metres Relay","Silver"
"1054","Alfred Lord ""Al"" Fitch",1936,"M",23,178,68,"United States","USA","Athletics Men's 4 x 400 metres Relay","Silver"
"1055","Horatio May Fitch",1924,"M",23,175,68,"United States","USA","Athletics Men's 400 metres","Silver"
"1056","Benita P. Fitzgerald-Brown (-Mosley)",1984,"F",23,178,65,"United States","USA","Athletics Women's 100 metres Hurdles","Gold"
"1057","Mildred Fizzell (-Walker)",1932,"F",17,165,54,"Canada","CAN","Athletics Women's 4 x 100 metres Relay","Silver"
"1058","Edwin Harold ""Teddy"" Flack",1896,"M",22,NA,NA,"Australia","AUS","Athletics Men's 800 metres","Gold"
"1059","Edwin Harold ""Teddy"" Flack",1896,"M",22,NA,NA,"Australia","AUS","Athletics Men's 1,500 metres","Gold"
"1060","John Joseph Flanagan",1900,"M",32,178,95,"United States","USA","Athletics Men's Hammer Throw","Gold"
"1061","John Joseph Flanagan",1904,"M",36,178,95,"United States","USA","Athletics Men's 56-pound Weight Throw","Silver"
"1062","John Joseph Flanagan",1904,"M",36,178,95,"United States","USA","Athletics Men's Hammer Throw","Gold"
"1063","John Joseph Flanagan",1908,"M",40,178,95,"United States","USA","Athletics Men's Hammer Throw","Gold"
"1064","Shalane Flanagan (-Edwards)",2008,"F",27,166,47,"United States","USA","Athletics Women's 10,000 metres","Silver"
"1065","Othilie ""Tilly"" Fleischer (-Heuser, -Grote)",1932,"F",20,168,66,"Germany","GER","Athletics Women's Javelin Throw","Bronze"
"1066","Othilie ""Tilly"" Fleischer (-Heuser, -Grote)",1936,"F",24,168,66,"Germany","GER","Athletics Women's Javelin Throw","Gold"
"1067","Debra Lee ""Debbie"" Flintoff-King",1988,"F",28,171,58,"Australia","AUS","Athletics Women's 400 metres Hurdles","Gold"
"1068","Vala R. Flosadttir",2000,"F",22,183,72,"Iceland","ISL","Athletics Women's Pole Vault","Bronze"
"1069","Patrick J. ""Pat"" Flynn",1920,"M",25,170,52,"United States","USA","Athletics Men's 3,000 metres Steeplechase","Silver"
"1070","Bror Karl Fock",1912,"M",24,170,62,"Sweden","SWE","Athletics Men's 3,000 metres, Team","Silver"
"1071","Bror Karl Fock",1912,"M",24,170,62,"Sweden","SWE","Athletics Men's Cross-Country, Team","Gold"
"1072","Marian Foik",1964,"M",31,172,69,"Poland","POL","Athletics Men's 4 x 100 metres Relay","Silver"
"1073","dn Fldessy",1952,"M",23,185,72,"Hungary","HUN","Athletics Men's Long Jump","Bronze"
"1074","Shashalee Forbes",2016,"F",20,160,55,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay","Silver"
"1075","Karen Forkel",1992,"F",21,173,65,"Germany","GER","Athletics Women's Javelin Throw","Bronze"
"1076","Joseph ""Joe"" Forshaw, Jr.",1908,"M",26,184,74,"United States","USA","Athletics Men's Marathon","Bronze"
"1077","Timothy Charles ""Tim"" Forsyth",1992,"M",18,199,78,"Australia","AUS","Athletics Men's High Jump","Bronze"
"1078","Richard Douglas ""Dick"" Fosbury",1968,"M",21,193,83,"United States","USA","Athletics Men's High Jump","Gold"
"1079","Frank Kent Foss",1920,"M",24,172,66,"United States","USA","Athletics Men's Pole Vault","Gold"
"1080","Brendan Foster",1976,"M",28,178,68,"Great Britain","GBR","Athletics Men's 10,000 metres","Bronze"
"1081","Patricia Diane Foster",1948,"F",20,NA,NA,"Canada","CAN","Athletics Women's 4 x 100 metres Relay","Bronze"
"1082","Gregory ""Greg"" Foster",1984,"M",25,190,84,"United States","USA","Athletics Men's 110 metres Hurdles","Silver"
"1083","June Florence Foulds-Paul (-Carroll, -Reynolds)",1952,"F",18,170,63,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay","Bronze"
"1084","June Florence Foulds-Paul (-Carroll, -Reynolds)",1956,"F",22,170,63,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay","Silver"
"1085","Hyleas Christine Fountain",2008,"F",27,170,64,"United States","USA","Athletics Women's Heptathlon","Silver"
"1086","Javon Francis",2016,"M",21,183,68,"Jamaica","JAM","Athletics Men's 4 x 400 metres Relay","Silver"
"1087","Phyllis Chanez Francis",2016,"F",24,180,72,"United States","USA","Athletics Women's 4 x 400 metres Relay","Gold"
"1088","Daniel ""Dan"" Frank",1904,"M",NA,NA,NA,"United States","USA","Athletics Men's Long Jump","Silver"
"1089","William Gottlieb (Wilhelm-) Frank",1906,"M",27,178,61,"United States","USA","Athletics Men's Marathon","Bronze"
"1090","Shelly-Ann Fraser-Pryce",2008,"F",21,160,57,"Jamaica","JAM","Athletics Women's 100 metres","Gold"
"1091","Shelly-Ann Fraser-Pryce",2012,"F",25,160,57,"Jamaica","JAM","Athletics Women's 100 metres","Gold"
"1092","Shelly-Ann Fraser-Pryce",2012,"F",25,160,57,"Jamaica","JAM","Athletics Women's 200 metres","Silver"
"1093","Shelly-Ann Fraser-Pryce",2012,"F",25,160,57,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay","Silver"
"1094","Shelly-Ann Fraser-Pryce",2016,"F",29,160,57,"Jamaica","JAM","Athletics Women's 100 metres","Bronze"
"1095","Shelly-Ann Fraser-Pryce",2016,"F",29,160,57,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay","Silver"
"1096","Michael Audley Frater",2012,"M",29,170,67,"Jamaica","JAM","Athletics Men's 4 x 100 metres Relay","Gold"
"1097","Merlene Frazer",2000,"F",26,174,62,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay","Silver"
"1098","Herman Ronald Frazier",1976,"M",21,184,73,"United States","USA","Athletics Men's 400 metres","Bronze"
"1099","Herman Ronald Frazier",1976,"M",21,184,73,"United States","USA","Athletics Men's 4 x 400 metres Relay","Gold"
"1100","Frank ""Frankie"" Fredericks",1992,"M",24,180,73,"Namibia","NAM","Athletics Men's 100 metres","Silver"
"1101","Frank ""Frankie"" Fredericks",1992,"M",24,180,73,"Namibia","NAM","Athletics Men's 200 metres","Silver"
"1102","Frank ""Frankie"" Fredericks",1996,"M",28,180,73,"Namibia","NAM","Athletics Men's 100 metres","Silver"
"1103","Frank ""Frankie"" Fredericks",1996,"M",28,180,73,"Namibia","NAM","Athletics Men's 200 metres","Silver"
"1104","Catherine Astrid Salome ""Cathy"" Freeman",1996,"F",23,164,56,"Australia","AUS","Athletics Women's 400 metres","Silver"
"1105","Catherine Astrid Salome ""Cathy"" Freeman",2000,"F",27,164,56,"Australia","AUS","Athletics Women's 400 metres","Gold"
"1106","Michelle Freeman",1996,"F",27,170,63,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay","Bronze"
"1107","Noel Frederick Freeman",1960,"M",21,173,67,"Australia","AUS","Athletics Men's 20 kilometres Walk","Silver"
"1108","Ronald John ""Ron"" Freeman, III",1968,"M",21,183,82,"United States","USA","Athletics Men's 400 metres","Bronze"
"1109","Ronald John ""Ron"" Freeman, III",1968,"M",21,183,82,"United States","USA","Athletics Men's 4 x 400 metres Relay","Gold"
"1110","Walter Freeman",1920,"M",26,NA,NA,"Great Britain","GBR","Athletics Men's Cross-Country, Team","Silver"
"1111","Stephan Timo Freigang",1992,"M",24,177,64,"Germany","GER","Athletics Men's Marathon","Bronze"
"1112","Jrg Freimuth",1980,"M",18,192,84,"East Germany","GDR","Athletics Men's High Jump","Bronze"
"1113","Peter Frenkel",1972,"M",33,182,75,"East Germany","GDR","Athletics Men's 20 kilometres Walk","Gold"
"1114","Peter Frenkel",1976,"M",37,182,75,"East Germany","GDR","Athletics Men's 20 kilometres Walk","Bronze"
"1115","Hugo Morris Friend",1906,"M",23,187,84,"United States","USA","Athletics Men's Long Jump","Bronze"
"1116","Ugo Frigerio",1920,"M",18,171,55,"Italy","ITA","Athletics Men's 3,000 metres Walk","Gold"
"1117","Ugo Frigerio",1920,"M",18,171,55,"Italy","ITA","Athletics Men's 10 kilometres Walk","Gold"
"1118","Ugo Frigerio",1924,"M",22,171,55,"Italy","ITA","Athletics Men's 10 kilometres Walk","Gold"
"1119","Ugo Frigerio",1932,"M",30,171,55,"Italy","ITA","Athletics Men's 50 kilometres Walk","Bronze"
"1120","Mary Frizzell (-Thomasson)",1932,"F",19,160,51,"Canada","CAN","Athletics Women's 4 x 100 metres Relay","Silver"
"1121","Nils Frykberg",1912,"M",24,NA,NA,"Sweden","SWE","Athletics Men's 3,000 metres, Team","Silver"
"1122","James Emanuel ""Jim"" Fuchs",1948,"M",20,187,101,"United States","USA","Athletics Men's Shot Put","Bronze"
"1123","James Emanuel ""Jim"" Fuchs",1952,"M",24,187,101,"United States","USA","Athletics Men's Shot Put","Bronze"
"1124","Ruth Fuchs (Gamm-, -Hellmann)",1972,"F",25,169,71,"East Germany","GDR","Athletics Women's Javelin Throw","Gold"
"1125","Ruth Fuchs (Gamm-, -Hellmann)",1976,"F",29,169,71,"East Germany","GDR","Athletics Women's Javelin Throw","Gold"
"1126","Ivan William Fuqua",1932,"M",22,175,64,"United States","USA","Athletics Men's 4 x 400 metres Relay","Gold"
"1127","Evelyn Pearl Furtsch (-Ojeda)",1932,"F",18,158,43,"United States","USA","Athletics Women's 4 x 100 metres Relay","Gold"
"1128","Heinrich-Ludwig ""Heinz"" Ftterer",1956,"M",25,164,72,"Germany","GER","Athletics Men's 4 x 100 metres Relay","Bronze"
"1129","Savatheda Fynes",1996,"F",21,165,64,"Bahamas","BAH","Athletics Women's 4 x 100 metres Relay","Silver"
"1130","Savatheda Fynes",2000,"F",25,165,64,"Bahamas","BAH","Athletics Women's 4 x 100 metres Relay","Gold"
"1131","Olga Olegovna Fyodorova-Stulneva",2004,"F",21,172,75,"Russia","RUS","Athletics Women's 4 x 100 metres Relay","Silver"
"1132","Fidelis Gadzama",2000,"M",20,178,77,"Nigeria","NGR","Athletics Men's 4 x 400 metres Relay","Gold"
"1133","tienne Gailly",1948,"M",25,NA,NA,"Belgium","BEL","Athletics Men's Marathon","Bronze"
"1134","Chryste Dionne Gaines",1996,"F",25,170,57,"United States","USA","Athletics Women's 4 x 100 metres Relay","Gold"
"1135","Chryste Dionne Gaines",2000,"F",29,170,57,"United States","USA","Athletics Women's 4 x 100 metres Relay","Bronze"
"1136","Jean Galfione",1996,"M",25,184,82,"France","FRA","Athletics Men's Pole Vault","Gold"
"1137","Kimberly Ann ""Kim"" Gallagher",1984,"F",20,165,47,"United States","USA","Athletics Women's 800 metres","Silver"
"1138","Kimberly Ann ""Kim"" Gallagher",1988,"F",24,165,47,"United States","USA","Athletics Women's 800 metres","Bronze"
"1139","Mohamad Tlili ben Abdallah Gammoudi",1964,"M",26,172,60,"Tunisia","TUN","Athletics Men's 10,000 metres","Silver"
"1140","Mohamad Tlili ben Abdallah Gammoudi",1968,"M",30,172,60,"Tunisia","TUN","Athletics Men's 5,000 metres","Gold"
"1141","Mohamad Tlili ben Abdallah Gammoudi",1968,"M",30,172,60,"Tunisia","TUN","Athletics Men's 10,000 metres","Bronze"
"1142","Mohamad Tlili ben Abdallah Gammoudi",1972,"M",34,172,60,"Tunisia","TUN","Athletics Men's 5,000 metres","Silver"
"1143","Diana Gansky (Sachse-)",1988,"F",24,184,92,"East Germany","GDR","Athletics Women's Discus Throw","Silver"
"1144","Anier Octavio Garca Ortz",2000,"M",24,189,79,"Cuba","CUB","Athletics Men's 110 metres Hurdles","Gold"
"1145","Anier Octavio Garca Ortz",2004,"M",28,189,79,"Cuba","CUB","Athletics Men's 110 metres Hurdles","Bronze"
"1146","Ivn Garca Snchez",2000,"M",28,182,75,"Cuba","CUB","Athletics Men's 4 x 100 metres Relay","Bronze"
"1147","Javier Garca Chico",1992,"M",26,177,71,"Spain","ESP","Athletics Men's Pole Vault","Bronze"
"1148","Yoel Garca Luis",2000,"M",26,181,83,"Cuba","CUB","Athletics Men's Triple Jump","Silver"
"1149","Jason John Gardener",2004,"M",28,176,75,"Great Britain","GBR","Athletics Men's 4 x 100 metres Relay","Gold"
"1150","Sven Anders Grderud",1976,"M",29,186,70,"Sweden","SWE","Athletics Men's 3,000 metres Steeplechase","Gold"
"1151","Steven Gardiner",2016,"M",20,193,94,"Bahamas","BAH","Athletics Men's 4 x 400 metres Relay","Bronze"
"1152","English Gardner",2016,"F",24,168,55,"United States","USA","Athletics Women's 4 x 100 metres Relay","Gold"
"1153","Keith Alvin Saint Hope Gardner",1960,"M",30,175,64,"West Indies Federation","WIF","Athletics Men's 4 x 400 metres Relay","Bronze"
"1154","Maureen Angela Jane Gardner (-Dyson)",1948,"F",19,172,59,"Great Britain","GBR","Athletics Women's 80 metres Hurdles","Silver"
"1155","France Gareau (-Foudy)",1984,"F",17,167,59,"Canada","CAN","Athletics Women's 4 x 100 metres Relay","Silver"
"1156","John Carlyle ""Johnny"" Garrels",1908,"M",22,185,89,"United States","USA","Athletics Men's 110 metres Hurdles","Silver"
"1157","John Carlyle ""Johnny"" Garrels",1908,"M",22,185,89,"United States","USA","Athletics Men's Shot Put","Bronze"
"1158","Robert ""Bob"" Garrett",1896,"M",20,188,81,"United States","USA","Athletics Men's High Jump","Silver"
"1159","Robert ""Bob"" Garrett",1896,"M",20,188,81,"United States","USA","Athletics Men's Long Jump","Silver"
"1160","Robert ""Bob"" Garrett",1896,"M",20,188,81,"United States","USA","Athletics Men's Shot Put","Gold"
"1161","Robert ""Bob"" Garrett",1896,"M",20,188,81,"United States","USA","Athletics Men's Discus Throw","Gold"
"1162","Robert ""Bob"" Garrett",1900,"M",24,188,81,"United States","USA","Athletics Men's Standing Triple Jump","Bronze"
"1163","Robert ""Bob"" Garrett",1900,"M",24,188,81,"United States","USA","Athletics Men's Shot Put","Bronze"
"1164","Rodion Aksanovich Gataullin",1988,"M",22,189,83,"Soviet Union","URS","Athletics Men's Pole Vault","Silver"
"1165","James F. ""Jimmy"" Gathers",1952,"M",22,181,69,"United States","USA","Athletics Men's 200 metres","Bronze"
"1166","Justin Alexander Gatlin",2004,"M",22,186,80,"United States","USA","Athletics Men's 100 metres","Gold"
"1167","Justin Alexander Gatlin",2004,"M",22,186,80,"United States","USA","Athletics Men's 200 metres","Bronze"
"1168","Justin Alexander Gatlin",2004,"M",22,186,80,"United States","USA","Athletics Men's 4 x 100 metres Relay","Silver"
"1169","Justin Alexander Gatlin",2012,"M",30,186,80,"United States","USA","Athletics Men's 100 metres","Bronze"
"1170","Justin Alexander Gatlin",2016,"M",34,186,80,"United States","USA","Athletics Men's 100 metres","Silver"
"1171","Hartwig Gauder",1980,"M",25,186,70,"East Germany","GDR","Athletics Men's 50 kilometres Walk","Gold"
"1172","Hartwig Gauder",1988,"M",33,186,70,"East Germany","GDR","Athletics Men's 50 kilometres Walk","Bronze"
"1173","Heide-Elke Gaugel (-Hudak)",1984,"F",25,167,54,"West Germany","FRG","Athletics Women's 4 x 400 metres Relay","Bronze"
"1174","Yevgeny Mikhaylovich Gavrilenko",1976,"M",25,187,76,"Soviet Union","URS","Athletics Men's 400 metres Hurdles","Bronze"
"1175","Valentin Aleksandrovich Gavrilov",1968,"M",22,191,75,"Soviet Union","URS","Athletics Men's High Jump","Bronze"
"1176","Dejen Gebremeskel",2012,"M",22,180,58,"Ethiopia","ETH","Athletics Men's 5,000 metres","Silver"
"1177","Hagos Gebrhiwet Berhe",2016,"M",22,171,56,"Ethiopia","ETH","Athletics Men's 5,000 metres","Bronze"
"1178","Haile Gebrselassie",1996,"M",23,165,56,"Ethiopia","ETH","Athletics Men's 10,000 metres","Gold"
"1179","Haile Gebrselassie",2000,"M",27,165,56,"Ethiopia","ETH","Athletics Men's 10,000 metres","Gold"
"1180","Hans-Gnter Geister",1952,"M",23,177,73,"Germany","GER","Athletics Men's 4 x 400 metres Relay","Bronze"
"1181","Erba Tiki Gelana",2012,"F",24,165,48,"Ethiopia","ETH","Athletics Women's Marathon","Gold"
"1182","Paul Louis Marcel Genevay",1964,"M",25,174,74,"France","FRA","Athletics Men's 4 x 100 metres Relay","Bronze"
"1183","Giuseppe Gentile",1968,"M",25,190,83,"Italy","ITA","Athletics Men's Triple Jump","Bronze"
