"","Name","Year","Sex","Age","Height","Weight","Team","NOC","Event"
"1874","Seppo Tapio Aleksanteri Korjus",1988,"M",27,196,102.5,"Finland","FIN","Athletics Men's Javelin Throw"
"1875","Aleksandr Olegovich Kornelyuk",1972,"M",22,165,64,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay"
"1876","Helmut Krnig",1928,"M",22,175,66,"Germany","GER","Athletics Men's 200 metres"
"1877","Helmut Krnig",1928,"M",22,175,66,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"1878","Helmut Krnig",1932,"M",26,175,66,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"1879","Robert Marek Korzeniowski",1996,"M",27,168,60,"Poland","POL","Athletics Men's 50 kilometres Walk"
"1880","Robert Marek Korzeniowski",2000,"M",32,168,60,"Poland","POL","Athletics Men's 20 kilometres Walk"
"1881","Robert Marek Korzeniowski",2000,"M",32,168,60,"Poland","POL","Athletics Men's 50 kilometres Walk"
"1882","Robert Marek Korzeniowski",2004,"M",36,168,60,"Poland","POL","Athletics Men's 50 kilometres Walk"
"1883","Gusman Sittykovich Kosanov",1960,"M",25,175,68,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay"
"1884","Reuben Seroney Kosgei",2000,"M",21,170,55,"Kenya","KEN","Athletics Men's 3,000 metres Steeplechase"
"1885","Fredrik Teodor Koskenniemi",1920,"M",32,172,63,"Finland","FIN","Athletics Men's Cross-Country, Team"
"1886","Stefka Georgieva Kostadinova (-Petrova, -Popovasileva)",1988,"F",23,180,60,"Bulgaria","BUL","Athletics Women's High Jump"
"1887","Stefka Georgieva Kostadinova (-Petrova, -Popovasileva)",1996,"F",31,180,60,"Bulgaria","BUL","Athletics Women's High Jump"
"1888","Olga Ivanovna Kotlyarova",2000,"F",24,180,66,"Russia","RUS","Athletics Women's 4 x 400 metres Relay"
"1889","Tatyana Vladimirovna Kotova",2000,"F",23,182,59,"Russia","RUS","Athletics Women's Long Jump"
"1890","Tatyana Vladimirovna Kotova",2004,"F",27,182,59,"Russia","RUS","Athletics Women's Long Jump"
"1891","Joseph Mathias ""Joe"" Kovacs",2016,"M",27,183,134,"United States","USA","Athletics Men's Shot Put"
"1892","Jzsef Kovcs",1956,"M",30,163,50,"Hungary","HUN","Athletics Men's 10,000 metres"
"1893","Annamria Kovcs-Tth",1968,"F",23,164,58,"Hungary","HUN","Athletics Women's Pentathlon"
"1894","Zoltn Kvg",2004,"M",25,204,132,"Hungary","HUN","Athletics Men's Discus Throw"
"1895","Aleksandr Yuryevich Kovalenko",1988,"M",25,178,80,"Soviet Union","URS","Athletics Men's Triple Jump"
"1896","Ainrs Kovals",2008,"M",26,192,110,"Latvia","LAT","Athletics Men's Javelin Throw"
"1897","Wadysaw Kozakiewicz",1980,"M",26,187,82,"Poland","POL","Athletics Men's Pole Vault"
"1898","Primo Kozmus",2008,"M",28,188,112,"Slovenia","SLO","Athletics Men's Hammer Throw"
"1899","Primo Kozmus",2012,"M",32,188,112,"Slovenia","SLO","Athletics Men's Hammer Throw"
"1900","Valentyna Vasylivna Kozyr (-Avilova)",1968,"F",18,170,68,"Soviet Union","URS","Athletics Women's High Jump"
"1901","Alvin Christian ""Al"" Kraenzlein",1900,"M",23,183,75,"United States","USA","Athletics Men's 60 metres"
"1902","Alvin Christian ""Al"" Kraenzlein",1900,"M",23,183,75,"United States","USA","Athletics Men's 110 metres Hurdles"
"1903","Alvin Christian ""Al"" Kraenzlein",1900,"M",23,183,75,"United States","USA","Athletics Men's 200 metres Hurdles"
"1904","Alvin Christian ""Al"" Kraenzlein",1900,"M",23,183,75,"United States","USA","Athletics Men's Long Jump"
"1905","Olesya Aleksandrovna Krasnomovets (-Forsheva)",2004,"F",25,171,60,"Russia","RUS","Athletics Women's 4 x 400 metres Relay"
"1906","Jarmila Kratochvlov",1980,"F",29,171,68,"Czechoslovakia","TCH","Athletics Women's 400 metres"
"1907","Guido Kratschmer",1976,"M",23,186,94,"West Germany","FRG","Athletics Men's Decathlon"
"1908","Katharina Anna ""Kthe"" Krau",1936,"F",29,176,72,"Germany","GER","Athletics Women's 100 metres"
"1909","Christiane Krause (-Stallasch, -Todd)",1972,"F",21,164,54,"West Germany","FRG","Athletics Women's 4 x 100 metres Relay"
"1910","Andrey Sergeyevich Kravchenko",2008,"M",22,191,83,"Belarus","BLR","Athletics Men's Decathlon"
"1911","Viktor Petrovich Kravchenko",1964,"M",23,172,65,"Soviet Union","URS","Athletics Men's Triple Jump"
"1912","Inesa Mykolavna Kravets (Shuliak-, -Izvachuk)",1992,"F",25,178,60,"Unified Team","EUN","Athletics Women's Long Jump"
"1913","Inesa Mykolavna Kravets (Shuliak-, -Izvachuk)",1996,"F",29,178,60,"Ukraine","UKR","Athletics Women's Triple Jump"
"1914","Richard Krebs",1928,"M",21,NA,NA,"Germany","GER","Athletics Men's 4 x 400 metres Relay"
"1915","Vitold Anatolyevich Kreyer",1956,"M",24,180,70,"Soviet Union","URS","Athletics Men's Triple Jump"
"1916","Vitold Anatolyevich Kreyer",1960,"M",27,180,70,"Soviet Union","URS","Athletics Men's Triple Jump"
"1917","Lothar Michael Krieg",1976,"M",20,180,73,"West Germany","FRG","Athletics Men's 4 x 400 metres Relay"
"1918","Svetlana Vladimirovna Krivelyova",1992,"F",23,184,94,"Unified Team","EUN","Athletics Women's Shot Put"
"1919","Mikhail Petrovich Krivonosov",1956,"M",27,189,90,"Soviet Union","URS","Athletics Men's Hammer Throw"
"1920","Antonina Vladimirovna Krivoshapka",2012,"F",25,168,59,"Russia","RUS","Athletics Women's 4 x 400 metres Relay"
"1921","Annegret ""Anne"" Kroniger (-Boller-, -Wolf)",1976,"F",23,171,60,"West Germany","FRG","Athletics Women's 4 x 100 metres Relay"
"1922","Barbara Krug",1980,"F",24,174,65,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay"
"1923","Frantz Kruger",2000,"M",25,203,130,"South Africa","RSA","Athletics Men's Discus Throw"
"1924","Luise Martha ""Lies"" Krger",1936,"F",21,166,54,"Germany","GER","Athletics Women's Javelin Throw"
"1925","Walter Krger",1960,"M",30,190,93,"Germany","GER","Athletics Men's Javelin Throw"
"1926","Larisa Nikolayevna Kruglova",2004,"F",31,166,63,"Russia","RUS","Athletics Women's 4 x 100 metres Relay"
"1927","Oleksandr Volodymyrovych Krykun",1996,"M",30,194,125,"Ukraine","UKR","Athletics Men's Hammer Throw"
"1928","Vladimir Valentinovich Krylov",1988,"M",24,184,73,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay"
"1929","Elbieta Maria Krzesiska-Duska",1956,"F",22,170,62,"Poland","POL","Athletics Women's Long Jump"
"1930","Elbieta Maria Krzesiska-Duska",1960,"F",25,170,62,"Poland","POL","Athletics Women's Long Jump"
"1931","Zdzisaw Ludwik Krzyszkowiak",1960,"M",31,172,59,"Poland","POL","Athletics Men's 3,000 metres Steeplechase"
"1932","John Henry ""Johnny"" Kuck",1928,"M",23,190,102,"United States","USA","Athletics Men's Shot Put"
"1933","Bodo Johannes Kuhn",1988,"M",21,183,73,"West Germany","FRG","Athletics Men's 4 x 400 metres Relay"
"1934","Rita Khne (-Andrich, -Schiemann)",1972,"F",25,176,65,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay"
"1935","Dainis Kla",1980,"M",21,190,98,"Soviet Union","URS","Athletics Men's Javelin Throw"
"1936","Gergely Kulcsr",1960,"M",26,184,82,"Hungary","HUN","Athletics Men's Javelin Throw"
"1937","Gergely Kulcsr",1964,"M",30,184,82,"Hungary","HUN","Athletics Men's Javelin Throw"
"1938","Gergely Kulcsr",1968,"M",34,184,82,"Hungary","HUN","Athletics Men's Javelin Throw"
"1939","Astrid Kumbernuss",1996,"F",26,186,89,"Germany","GER","Athletics Women's Shot Put"
"1940","Astrid Kumbernuss",2000,"F",30,186,89,"Germany","GER","Athletics Women's Shot Put"
"1941","Hansjrg Kunze",1988,"M",28,179,63,"East Germany","GDR","Athletics Men's 5,000 metres"
"1942","Olga Vitalyevna Kuragina (Nemogayeva-)",1980,"F",21,170,57,"Soviet Union","URS","Athletics Women's Pentathlon"
"1943","Klaus-Dieter Kurrat",1976,"M",21,170,72,"East Germany","GDR","Athletics Men's 4 x 100 metres Relay"
"1944","Janusz Tadeusz Kusociski",1932,"M",25,167,72,"Poland","POL","Athletics Men's 10,000 metres"
"1945","Volodymyr Petrovych Kuts",1956,"M",29,172,72,"Soviet Union","URS","Athletics Men's 5,000 metres"
"1946","Volodymyr Petrovych Kuts",1956,"M",29,172,72,"Soviet Union","URS","Athletics Men's 10,000 metres"
"1947","Yury Mikhaylovich Kutsenko",1980,"M",28,190,93,"Soviet Union","URS","Athletics Men's Decathlon"
"1948","Olga Sergeyevna Kuzenkova",2000,"F",29,176,75,"Russia","RUS","Athletics Women's Hammer Throw"
"1949","Olga Sergeyevna Kuzenkova",2004,"F",33,176,75,"Russia","RUS","Athletics Women's Hammer Throw"
"1950","Vasily Dmitriyevich Kuznetsov",1956,"M",24,185,83,"Soviet Union","URS","Athletics Men's Decathlon"
"1951","Vasily Dmitriyevich Kuznetsov",1960,"M",28,185,83,"Soviet Union","URS","Athletics Men's Decathlon"
"1952","Maria Jadwiga Kwaniewska (-Trytko, -Komiska, -Maleszewska)",1936,"F",22,165,56,"Poland","POL","Athletics Women's Javelin Throw"
"1953","Erik Kynard, Jr.",2012,"M",21,194,89,"United States","USA","Athletics Men's High Jump"
"1954","Wilhelm ""Ville"" Kyrnen",1912,"M",21,165,55,"Finland","FIN","Athletics Men's Cross-Country, Team"
"1955","Volodymyr Viktorovych Kyselov",1980,"M",23,185,125,"Soviet Union","URS","Athletics Men's Shot Put"
"1956","Lloyd Barrington LaBeach",1948,"M",26,185,73,"Panama","PAN","Athletics Men's 100 metres"
"1957","Lloyd Barrington LaBeach",1948,"M",26,185,73,"Panama","PAN","Athletics Men's 200 metres"
"1958","Henri Jean LaBorde",1932,"M",22,183,95,"United States","USA","Athletics Men's Discus Throw"
"1959","Du'aine Ladejo (Thorne-)",1992,"M",21,187,84,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"1960","Du'aine Ladejo (Thorne-)",1996,"M",25,187,84,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"1961","Jules Ladoumgue",1928,"M",21,171,59,"France","FRA","Athletics Men's 1,500 metres"
"1962","Bernard Kipchirchir Lagat",2000,"M",25,173,58,"Kenya","KEN","Athletics Men's 1,500 metres"
"1963","Bernard Kipchirchir Lagat",2004,"M",29,173,58,"Kenya","KEN","Athletics Men's 1,500 metres"
"1964","Brahim Lahlafi",2000,"M",32,172,62,"Morocco","MAR","Athletics Men's 5,000 metres"
"1965","Hugo Jalmari Lahtinen",1920,"M",28,182,78,"Finland","FIN","Athletics Men's Pentathlon"
"1966","Bernard Laidebeur",1964,"M",22,180,75,"France","FRA","Athletics Men's 4 x 100 metres Relay"
"1967","Leslie Alphonso ""Les"" Laing",1952,"M",27,164,55,"Jamaica","JAM","Athletics Men's 4 x 400 metres Relay"
"1968","Alessandro Lambruschini",1996,"M",31,178,63,"Italy","ITA","Athletics Men's 3,000 metres Steeplechase"
"1969","Jol Lamela Luaces",1992,"M",21,172,70,"Cuba","CUB","Athletics Men's 4 x 100 metres Relay"
"1970","Georg Lammers",1928,"M",23,178,84,"Germany","GER","Athletics Men's 100 metres"
"1971","Georg Lammers",1928,"M",23,178,84,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"1972","Jennifer Frances Lamy (-Frank)",1968,"F",19,173,60,"Australia","AUS","Athletics Women's 200 metres"
"1973","Richmond Wilcox ""Dick"" Landon",1920,"M",21,188,73,"United States","USA","Athletics Men's High Jump"
"1974","Eelis Eenok ""Eeles"" Landstrm",1960,"M",28,185,81,"Finland","FIN","Athletics Men's Pole Vault"
"1975","John Michael Landy",1956,"M",26,182,69,"Australia","AUS","Athletics Men's 1,500 metres"
"1976","Francis Adonijah ""Frank"" Lane",1896,"M",21,170,69,"United States","USA","Athletics Men's 100 metres"
"1977","Nancy Jebet Langat",2008,"F",26,153,49,"Kenya","KEN","Athletics Women's 1,500 metres"
"1978","Martha Langbein-Pensberger (-Schreiber)",1960,"F",19,160,56,"Germany","GER","Athletics Women's 4 x 100 metres Relay"
"1979","Marita Lange",1968,"F",25,182,85,"East Germany","GDR","Athletics Women's Shot Put"
"1980","Lucyna Langer (-Kaek)",1980,"F",24,167,55,"Poland","POL","Athletics Women's 100 metres Hurdles"
"1981","Sonia May Lannaman (-Garmston)",1980,"F",24,165,57,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay"
"1982","Mario Lanzi",1936,"M",21,180,76,"Italy","ITA","Athletics Men's 800 metres"
"1983","Igor Olegovich Lapshin",1988,"M",25,189,74,"Soviet Union","URS","Athletics Men's Triple Jump"
"1984","George Edward Larner",1908,"M",33,175,67,"Great Britain","GBR","Athletics Men's 3,500 metres Walk"
"1985","George Edward Larner",1908,"M",33,175,67,"Great Britain","GBR","Athletics Men's 10 mile Walk"
"1986","Michael Denny ""Mike"" Larrabee",1964,"M",30,186,77,"United States","USA","Athletics Men's 400 metres"
"1987","Michael Denny ""Mike"" Larrabee",1964,"M",30,186,77,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"1988","Leo Edward Larrivee",1924,"M",20,173,59,"United States","USA","Athletics Men's 3,000 metres, Team"
"1989","Martin Edvard Larsen",1908,"M",26,176,68,"Norway","NOR","Athletics Men's Triple Jump"
"1990","Ernst Willy Larsen",1956,"M",30,183,65,"Norway","NOR","Athletics Men's 3,000 metres Steeplechase"
"1991","Erik Brynolf Larsson",1912,"M",26,176,63,"Sweden","SWE","Athletics Men's Cross-Country, Team"
"1992","Carl Rune Larsson",1948,"M",24,178,70,"Sweden","SWE","Athletics Men's 400 metres Hurdles"
"1993","Carl Rune Larsson",1948,"M",24,178,70,"Sweden","SWE","Athletics Men's 4 x 400 metres Relay"
"1994","Harry Edvin ""Harri"" Larva (Lagerstrm-)",1928,"M",21,180,68,"Finland","FIN","Athletics Men's 1,500 metres"
"1995","Yelena Anatolyevna Lashmanova",2012,"F",20,170,48,"Russia","RUS","Athletics Women's 20 kilometres Walk"
"1996","Inna Aleksandrovna Lasovskaya",1996,"F",26,178,68,"Russia","RUS","Athletics Women's Triple Jump"
"1997","Karl-Martin ""Martin"" Lauer",1960,"M",23,186,76,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"1998","Hildrun Laufer-Claus",1960,"F",21,172,66,"Germany","GER","Athletics Women's Long Jump"
"1999","Andr Lauseig",1924,"M",24,181,70,"France","FRA","Athletics Men's Cross-Country, Team"
"2000","David Lester ""Dave"" Laut",1984,"M",27,193,114,"United States","USA","Athletics Men's Shot Put"
"2001","Henri Lauvaux",1924,"M",23,NA,NA,"France","FRA","Athletics Men's Cross-Country, Team"
"2002","Renaud Lavillenie",2012,"M",25,177,71,"France","FRA","Athletics Men's Pole Vault"
"2003","Renaud Lavillenie",2016,"M",29,177,71,"France","FRA","Athletics Men's Pole Vault"
"2004","Albert Lawrence",1984,"M",23,175,76,"Jamaica","JAM","Athletics Men's 4 x 100 metres Relay"
"2005","Allan Cleave Evan Lawrence",1956,"M",26,171,61,"Australia","AUS","Athletics Men's 10,000 metres"
"2006","Tayna Lawrence",2000,"F",24,163,61,"Jamaica","JAM","Athletics Women's 100 metres"
"2007","Tayna Lawrence",2000,"F",24,163,61,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay"
"2008","Tayna Lawrence",2004,"F",28,163,61,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay"
"2009","Donald Robert ""Don"" Laz",1952,"M",23,188,82,"United States","USA","Athletics Men's Pole Vault"
"2010","Cornelius ""Con"" Leahy",1906,"M",29,NA,NA,"Great Britain","GBR","Athletics Men's High Jump"
"2011","Cornelius ""Con"" Leahy",1906,"M",29,NA,NA,"Great Britain","GBR","Athletics Men's Triple Jump"
"2012","Cornelius ""Con"" Leahy",1908,"M",32,NA,NA,"Great Britain","GBR","Athletics Men's High Jump"
"2013","Patrick Joseph ""Pat"" Leahy",1900,"M",22,NA,NA,"Great Britain","GBR","Athletics Men's High Jump"
"2014","Patrick Joseph ""Pat"" Leahy",1900,"M",22,NA,NA,"Great Britain","GBR","Athletics Men's Long Jump"
"2015","David Francis Lean",1956,"M",21,182,65,"Australia","AUS","Athletics Men's 4 x 400 metres Relay"
"2016","Lillie Mae Leatherwood (-King)",1984,"F",20,168,56,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"2017","Lillie Mae Leatherwood (-King)",1988,"F",24,168,56,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"2018","Robert Grandison ""Bob"" Leavitt",1906,"M",22,180,73,"United States","USA","Athletics Men's 110 metres Hurdles"
"2019","Nataliya Vasilyevna Lebedeva (-Suprun, -Monastyrskaya)",1976,"F",26,171,62,"Soviet Union","URS","Athletics Women's 100 metres Hurdles"
"2020","Tatyana Romanovna Lebedeva",2000,"F",24,170,61,"Russia","RUS","Athletics Women's Triple Jump"
"2021","Tatyana Romanovna Lebedeva",2004,"F",28,170,61,"Russia","RUS","Athletics Women's Long Jump"
"2022","Tatyana Romanovna Lebedeva",2004,"F",28,170,61,"Russia","RUS","Athletics Women's Triple Jump"
"2023","Tatyana Romanovna Lebedeva",2008,"F",32,170,61,"Russia","RUS","Athletics Women's Long Jump"
"2024","Tatyana Romanovna Lebedeva",2008,"F",32,170,61,"Russia","RUS","Athletics Women's Triple Jump"
"2025","Guillaume LeBlanc",1992,"M",30,183,74,"Canada","CAN","Athletics Men's 20 kilometres Walk"
"2026","Jeremiah Alfred ""Al"" LeConey",1924,"M",23,180,72,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"2027","Tatyana Mikhaylovna Ledovskaya",1988,"F",22,171,60,"Soviet Union","URS","Athletics Women's 400 metres Hurdles"
"2028","Tatyana Mikhaylovna Ledovskaya",1988,"F",22,171,60,"Soviet Union","URS","Athletics Women's 4 x 400 metres Relay"
"2029","Lee Bong-Ju",1996,"M",27,167,56,"South Korea","KOR","Athletics Men's Marathon"
"2030","Robert Lucien Pierre ""Bob"" LeGendre",1924,"M",26,190,88,"United States","USA","Athletics Men's Pentathlon"
"2031","Klaus Lehnertz",1964,"M",26,183,75,"Germany","GER","Athletics Men's Pole Vault"
"2032","Lauri Aleksanteri Lehtinen",1932,"M",23,174,64,"Finland","FIN","Athletics Men's 5,000 metres"
"2033","Lauri Aleksanteri Lehtinen",1936,"M",27,174,64,"Finland","FIN","Athletics Men's 5,000 metres"
"2034","Eero Reino Lehtonen",1920,"M",22,184,78,"Finland","FIN","Athletics Men's Pentathlon"
"2035","Eero Reino Lehtonen",1924,"M",26,184,78,"Finland","FIN","Athletics Men's Pentathlon"
"2036","Gnter Wilhelm Leichum",1936,"M",25,174,70,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"2037","Nicole Leistenschneider (-Mikisch)",1984,"F",17,175,55,"West Germany","FRG","Athletics Women's 4 x 400 metres Relay"
"2038","Antnio Carlos Carvalho Nogueira Leito",1984,"M",24,176,68,"Portugal","POR","Athletics Men's 5,000 metres"
"2039","Charles Louis Lelong",1912,"M",21,NA,NA,"France","FRA","Athletics Men's 4 x 400 metres Relay"
"2040","Christophe Alexandre Christian Lematre",2012,"M",22,190,74,"France","FRA","Athletics Men's 4 x 100 metres Relay"
"2041","Christophe Alexandre Christian Lematre",2016,"M",26,190,74,"France","FRA","Athletics Men's 200 metres"
"2042","Eric Otto Valdemar Lemming",1906,"M",26,190,88,"Sweden","SWE","Athletics Men's Shot Put"
"2043","Eric Otto Valdemar Lemming",1906,"M",26,190,88,"Sweden","SWE","Athletics Men's Javelin Throw, Freestyle"
"2044","Eric Otto Valdemar Lemming",1906,"M",26,190,88,"Sweden","SWE","Athletics Men's Pentathlon (Ancient)"
"2045","Eric Otto Valdemar Lemming",1908,"M",28,190,88,"Sweden","SWE","Athletics Men's Javelin Throw"
"2046","Eric Otto Valdemar Lemming",1908,"M",28,190,88,"Sweden","SWE","Athletics Men's Javelin Throw, Freestyle"
"2047","Eric Otto Valdemar Lemming",1912,"M",32,190,88,"Sweden","SWE","Athletics Men's Javelin Throw"
"2048","Deon Christopher Lendore",2012,"M",19,179,75,"Trinidad and Tobago","TTO","Athletics Men's 4 x 400 metres Relay"
"2049","Silvio Leonard Sarra",1980,"M",24,173,64,"Cuba","CUB","Athletics Men's 100 metres"
"2050","Giuseppina Leone (-Paoletti)",1960,"F",25,168,58,"Italy","ITA","Athletics Women's 100 metres"
"2051","Barbara Lerczak-Janiszewska-Sobotta (-Nowicka)",1960,"F",23,163,60,"Poland","POL","Athletics Women's 4 x 100 metres Relay"
"2052","Albin Georges Lermusiaux",1896,"M",21,NA,NA,"France","FRA","Athletics Men's 1,500 metres"
"2053","Sheila W. Lerwill (Alexander-)",1952,"F",23,171,63,"Great Britain","GBR","Athletics Women's High Jump"
"2054","Tatyana Dmitriyevna Lesovaya (Starodubtseva-)",1980,"F",24,176,85,"Soviet Union","URS","Athletics Women's Discus Throw"
"2055","Pierre Lewden",1924,"M",23,167,64,"France","FRA","Athletics Men's High Jump"
"2056","Brian M. Lewis",2000,"M",25,170,72,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"2057","Frederick Carlton ""Carl"" Lewis",1984,"M",23,188,80,"United States","USA","Athletics Men's 100 metres"
"2058","Frederick Carlton ""Carl"" Lewis",1984,"M",23,188,80,"United States","USA","Athletics Men's 200 metres"
"2059","Frederick Carlton ""Carl"" Lewis",1984,"M",23,188,80,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"2060","Frederick Carlton ""Carl"" Lewis",1984,"M",23,188,80,"United States","USA","Athletics Men's Long Jump"
"2061","Frederick Carlton ""Carl"" Lewis",1988,"M",27,188,80,"United States","USA","Athletics Men's 100 metres"
"2062","Frederick Carlton ""Carl"" Lewis",1988,"M",27,188,80,"United States","USA","Athletics Men's 200 metres"
"2063","Frederick Carlton ""Carl"" Lewis",1988,"M",27,188,80,"United States","USA","Athletics Men's Long Jump"
"2064","Frederick Carlton ""Carl"" Lewis",1992,"M",31,188,80,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"2065","Frederick Carlton ""Carl"" Lewis",1992,"M",31,188,80,"United States","USA","Athletics Men's Long Jump"
"2066","Frederick Carlton ""Carl"" Lewis",1996,"M",35,188,80,"United States","USA","Athletics Men's Long Jump"
"2067","Denise Lewis",1996,"F",23,176,68,"Great Britain","GBR","Athletics Women's Heptathlon"
"2068","Denise Lewis",2000,"F",28,176,68,"Great Britain","GBR","Athletics Women's Heptathlon"
"2069","Raymond Gray ""Ray"" Lewis",1932,"M",21,186,74,"Canada","CAN","Athletics Men's 4 x 400 metres Relay"
"2070","Steven Earl ""Steve"" Lewis",1988,"M",19,188,84,"United States","USA","Athletics Men's 400 metres"
"2071","Steven Earl ""Steve"" Lewis",1988,"M",19,188,84,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"2072","Steven Earl ""Steve"" Lewis",1992,"M",23,188,84,"United States","USA","Athletics Men's 400 metres"
"2073","Steven Earl ""Steve"" Lewis",1992,"M",23,188,84,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"2074","Mark Anthony Lewis-Francis",2004,"M",21,183,89,"Great Britain","GBR","Athletics Men's 4 x 100 metres Relay"
"2075","Ann-Britt Leyman (-Olsson)",1948,"F",26,168,64,"Sweden","SWE","Athletics Women's Long Jump"
"2076","Li Chunxiu",1992,"F",22,170,60,"China","CHN","Athletics Women's 10 kilometres Walk"
"2077","Li Meisu",1988,"F",29,176,92,"China","CHN","Athletics Women's Shot Put"
"2078","Li Yanfeng",2012,"F",33,179,85,"China","CHN","Athletics Women's Discus Throw"
"2079","Zenon Licznerski",1980,"M",25,182,74,"Poland","POL","Athletics Men's 4 x 100 metres Relay"
"2080","Eric Henry Liddell",1924,"M",22,173,68,"Great Britain","GBR","Athletics Men's 200 metres"
"2081","Eric Henry Liddell",1924,"M",22,173,68,"Great Britain","GBR","Athletics Men's 400 metres"
"2082","Thomas John ""Tom"" Lieb",1924,"M",24,190,98,"United States","USA","Athletics Men's Discus Throw"
"2083","Hans Liesche",1912,"M",20,188,67,"Germany","GER","Athletics Men's High Jump"
"2084","Frey Fritiof ""Frej"" Liewendahl",1924,"M",21,172,62,"Finland","FIN","Athletics Men's 3,000 metres, Team"
"2085","James Davies ""Jim"" Lightbody",1904,"M",22,173,61,"United States","USA","Athletics Men's 800 metres"
"2086","James Davies ""Jim"" Lightbody",1904,"M",22,173,61,"United States","USA","Athletics Men's 1,500 metres"
"2087","James Davies ""Jim"" Lightbody",1904,"M",22,173,61,"United States","USA","Athletics Men's 2,590 metres Steeplechase"
"2088","James Davies ""Jim"" Lightbody",1904,"M",22,173,61,"Chicago Athletic Association","USA","Athletics Men's 4 mile, Team"
"2089","James Davies ""Jim"" Lightbody",1906,"M",24,173,61,"United States","USA","Athletics Men's 800 metres"
"2090","James Davies ""Jim"" Lightbody",1906,"M",24,173,61,"United States","USA","Athletics Men's 1,500 metres"
"2091","Heikki Liimatainen",1920,"M",26,164,59,"Finland","FIN","Athletics Men's Cross-Country, Individual"
"2092","Heikki Liimatainen",1920,"M",26,164,59,"Finland","FIN","Athletics Men's Cross-Country, Team"
"2093","Heikki Liimatainen",1924,"M",30,164,59,"Finland","FIN","Athletics Men's Cross-Country, Team"
"2094","Feyisa Lilesa",2016,"M",26,175,67,"Ethiopia","ETH","Athletics Men's Marathon"
"2095","Ilse Kristiina ""Tiina"" Lillak",1984,"F",23,181,73.5,"Finland","FIN","Athletics Women's Javelin Throw"
"2096","Carl Johan Lind",1920,"M",36,176,102,"Sweden","SWE","Athletics Men's 56-pound Weight Throw"
"2097","Carl Johan Lind",1920,"M",36,176,102,"Sweden","SWE","Athletics Men's Hammer Throw"
"2098","Axel Leander Lindahl",1912,"M",26,168,63,"Sweden","SWE","Athletics Men's Cross-Country, Team"
"2099","Edward Ferdinand Jacob ""Ed"" Lindberg",1912,"M",25,177,76,"United States","USA","Athletics Men's 400 metres"
"2100","Edward Ferdinand Jacob ""Ed"" Lindberg",1912,"M",25,177,76,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"2101","Knut Andreas Lindberg",1906,"M",24,179,72,"Sweden","SWE","Athletics Men's Javelin Throw, Freestyle"
"2102","Knut Andreas Lindberg",1912,"M",30,179,72,"Sweden","SWE","Athletics Men's 4 x 100 metres Relay"
"2103","Gustaf ""Topsy"" Lindblom",1912,"M",20,186,80,"Sweden","SWE","Athletics Men's Triple Jump"
"2104","Donald Stacey ""Don"" Linden",1906,"M",28,NA,NA,"Canada","CAN","Athletics Men's 1,500 metres Walk"
"2105","Harold Blaine Lindgren",1964,"M",25,190,92,"United States","USA","Athletics Men's 110 metres Hurdles"
"2106","Karl Aarne Lindholm (-Linnolahti)",1912,"M",23,170,NA,"Finland","FIN","Athletics Men's Cross-Country, Team"
"2107","Dieter Lindner",1964,"M",27,174,66,"Germany","GER","Athletics Men's 20 kilometres Walk"
"2108","Robert Alexander Lindsay",1920,"M",30,NA,NA,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay"
"2109","Nils Gunnar Lindstrm",1924,"M",28,172,NA,"Sweden","SWE","Athletics Men's Javelin Throw"
"2110","Mikhail Innokentyevich Linge",1980,"M",21,179,69,"Soviet Union","URS","Athletics Men's 4 x 400 metres Relay"
"2111","Donald Fithian Lippincott",1912,"M",18,178,72,"United States","USA","Athletics Men's 100 metres"
"2112","Donald Fithian Lippincott",1912,"M",18,178,72,"United States","USA","Athletics Men's 200 metres"
"2113","Iryna Anatolivna Lishchynska (Nedelenko-)",2008,"F",32,160,56,"Ukraine","UKR","Athletics Women's 1,500 metres"
